"","user","grade","review"
"7192","Capricorn","8","좀비보다 사람이 더 무서운영화그래도 그속에 여러 요소들을 잘녹여낸듯"
"7193","깜박이","5","임신부나 심신이 약한 사람은 관람에 주의하십시요 라고 주의 문구를 해주셔야하는게 아닐지 ...   그정도로 잘 만들엇다고  해야할진 모르겟지만 <U+11A2> 영화보고 놀래서 숨이 막힌다고 하는 사람도 있으니 ..."
"7194","박수진","9","몰입도 최강~!! 한국영화의 신장르잼나요"
"7195","기러기구름","4","애쓰셨네요. 그 두려움의 순간에도 긴장감 없이 연기하는게 대단합니다"
"7196","뿡이","1","연출, 스토리, 연기력 엉망+ 개연성 실종..."
"7197","TOMS","8","엄청난 몰입력."
"7198","오늘보다 나은내일","1","자막올라올때 난 빡쳐서 좀비가 있었다 최악의 좀비영화"
"7199","조현지","6",""
"7200","모바일큰손","1","빌린 휴대폰 던져 좀비들 유인하기-자기 휴대폰을 던져야 되지 않나?! 속도가 그리 빨라 보이지 않는 기차에서 자살하기-조금 다치는 정도일 듯. 짐칸으로 돌파하기-불과 2분정도에 그렇게 지나가는 건 불가능. 할머니들 복장 연기 그리고 역할-모지?! 노숙자인거 같은 사람에게 큰 기대를 했는데-그냥 그냥이네."
"7201","하하","4","알바 많네 ㅋ그냥 생각없이 보기좋음생각하면 말이안되서 열받고 답답함"
"7202","엄지공주","4",""
"7203","영영푸리","10","재난 좀비영화라고 하지만 그 이야기안에 여러가지 작은 인간관계 이야기가 있어 감동적이고 재미있었습니다~!!최우식 같은 남자친구만나세요 ㅠㅜ연가시나 월드워z처럼 허무한 해피엔딩보다는 이런 결말도 맘에 듭니다~"
"7204","LCM","8","잼난 좀비영화다...끝 .....교훈이나 스토리 바라는 사람들은 얼씬도 하지마라"
"7205","원","7","그럴싸한거같으면서도 내용이나 엔딩장면도 뭔가 좀 단순..좀비랑 싸우다 끝.. 정유미씨가 임산부라 좀무겁게 나옴.. 말몇마디 한 기억밖에 안남.. 오히려 공유딸이 정유미보다 더 시선끌었다."
"7206","---___---","0","예고편만 재미있는 영화"
"7207","tug","5","스토리가 너무 엉성하네요..서울에서 부산까지 가는 ktx 열차의 속력보다도 좀비가 더 빨리 퍼진다는 전제와 그 속도에 반해 섬도 아닌 부산이 완벽히 방어 차단에 성공한다는 결과 자체가 극도로 억지스럽고..캐릭터 설정도 만화처럼 현실감이 떨어짐..  전반적으로 몰입이 안됨"
"7208","한걸음","9","대한민국에서 이런 좀비물이 나왔다는 것이 대단하다. 마음 같아선 만점 주고 싶지만, 새벽의 저주나 28일후와 비교해 생각해보니, 약간의 디테일에서 좀 빠져서 별 반개 뺀다. 아주 조금 더 디테일하고, 아주 조금 더 각본이 세심했더라면 하는 아쉬움이... 그렇지만 전체적으로 내가본 좀비물의 탑10에 넣을 만하다."
"7209","천상천하셀","9","미 좀비영화 월드Z 보다 더나은 스케일 감동 재미 만빵이네요.. 오늘 아침8:20분 보고왔네요,,  추천드립니다. 영화값은 확실히 합니다"
"7210","최소영","10","굉장히 재미있게 봤습니다^^엔딩만 고쳐줬으면 더 좋았을 듯..공유의 또 다른 모습도 볼 수 있었어요! 낮게 평가한 네티즌 분들은 거의 좀비가 어설프다 지루하다. 그런 내용인데 좀비 역할 맡으신 여러 분들이 고생해서 찍었을것 같은데 솔직히 배우 분들의 헛수고가 되는건가요?ㅋ 배우들 연기 너무 좋았습니다."
"7211","춤이조아","8","생각보다 잼게 봤다..러닝타임동안 한번도 긴장을늦출수없는ㅠㅠ"
"7212","IcanMath","9","최고의 연기는 여승무원이다. 좀비역을 너무 리얼하게 표현."
"7213","안티푸라민","0","재미없는 영화아니다짱나는 영화다 퉤첨부터 끝까지..."
"7214","박금용","1","무도 좀비 특집이 더 재밌는듯"
"7215","레드","9","진짜 무서워요ㅜ 더위가 싹 달아나는 여름 영화^^"
"7216","FIFA","10","(평점)에 절대 현혹되지 마라."
"7217","홍은영","9",""
"7218","김주철","5","좀비영화아닌데"
"7219","정우영","10","진짜재미있다"
"7220","몽상가","2","오글거림. 신파"
"7221","신선영입니다","9","주,조연들도 고생하셨지만 승객들과 좀비들의 연기가 돋보이는 영화였음. 마지막까지 긴장을 풀수 없었음."
"7222","공미선가빈진아맘","10","재미있었어요.  무서움에 눈가리고 봄^^"
"7223","요구르트","7","좀비가 어설펐다.  지루했는데, 막판에 감동 있음... 공유는 늘 멋있음"
"7224","난중일기","2","좀비 연기는 좋았는데  내용이 잼없고단조롭다  좀비영화중 최악이다"
"7225","불꽃천사","3","마지막 공유 나오는 신파 장면 너무 억지스러워서 살짝 웃음이,,, 슬픈 장면인데도 눈물이 안나네요 연출이 별루녔어요"
"7226","행복한이기주의자","10","좀비물이라면 무조건 보는편인데 아 대박 한국영화 좀비류의 비약적 발전 짱짱짱"
"7227","준범맘","10",""
"7228","♡♥Merry me♥♡","8","좀비 영화 매니아로서 새벽의저주 등 수작까지는 아니더라도 수 많은 좀비물 수준에서 볼때 상당히 괜찮은 퀄리티였다."
"7229","전기대마왕","0","연기력 쩐다!!!!놀고있네 이런걸 영화라고 내돈이 너무 아까워"
"7230","kevin-kig","2","코믹물이네요 처음부터 끝까지 어이없는 웃음으로 일관며, 내용 하나없고 결론도 없는 보고난후에도 어이없어 웃음이 나는 코믹물이네요~ㅎㅎㅎ"
"7231","ADT","10","새로운 테마로 새로운 볼거리를,,,대한민국의 새로운 장르의 시작이 되어 더욱더 발전하길,,좁은 공간안에서 숨막히는 연속 즐거웟읍니다."
"7232","곰돌이","1","정말 볼것 없는 쓰레기 영화 돈을 내고 영화를 본게 처음으로 생각될 만큼 재미 없는 영화"
"7233","안종영","5",""
"7234","iron man","0","..."
"7235","쟈스민","6",""
"7236","쏘국맨","8","오!  퀄리티가 기대보다 높네요^^시간 때우려고 봤는데, 상당히 재밌었어요^^올~~~"
"7237","순동이","9","추천!!~~재밌게 잘봤음~코웃음 치면서 본 장면이 쫌 있었지만 전혀 지루하지않고 재밌음~"
"7238","풍뎅이","10","부산행열차에 같이 타고있는듯한 스릴과 공포."
"7239","유영호","10",""
"7240","지수","7","누구나 탈 수 있다지만, 아무나 목적지에서 내릴 수는 없는 지옥행 열차. 그런 헬조선의 광폭열차 문을 여닫는 책임에서 우리는 자유로운가?!"
"7241","나비","9","전 재밌고 슬프게 봤습니다. 두 손 꽉 쥐고 엄청 긴장하면서^^ 좀비한테 아슬하게 쫓길 때는 저도 모르게 어~ 어~ 소리가... 옆 사람이 저를 이상하게 쳐다보더군요.ㅠ_ㅠ 만약 그런 재난 상황이 닥친다면? 나의 안전보다 타인의 안전을 위해 나를 희생할 수 있을까요? 왠지 전 충분히 그럴 수 있을 것 같습니다.^^"
"7242","poohkim","8","마요미는 원래 좋았으니 패스 공유도 간만에 나왔으니 패스정유미도 나름 괜찮으니 패스 김의성도 욕 나오는연기로 패스그런데 안소희는 뭐야?걔 연기 나오는 순간 관객들의 탄성...영화 망했네ㅜㅜ몰입된것을 한순간에 봉인해제ㅜㅜ연기를 뼈를 깍는 심정으로 기초부터 다시 배우길 바랍니다"
"7243","이름","9","나름 괜찮았었음"
"7244","짱구맘","10",""
"7245","메모리스틱","8","제작비를 고려하여 기차라는 좁은공간을 선택한건 정말 탁월했다.ㅋㅋㅋ"
"7246","wjdalsdk","10","나만 호구되기 싫어서리...."
"7247","nothing","8","관람전 호불호가 너무 갈리는 영화여서 볼까말까 엄청고민하고 봤어요..평을 대충 봤기에 공유만보고 가자 하면서 보고왔는데..나름 괜찮았어요!!실제 재난이 다치면 사람들의 본성이 나온다고들 하죠..!!정말 리얼하게 잘 표현을 하셨더군요.. 이기적인 내면 표출!!연기자들이 섬세한 표정 리얼했습니다!!"
"7248","정이","9","한국좀비영화 너무 재미있게 봤어요. 어설프지도 않고 너무 잔인하지도 않고 한번볼만한영화"
"7249","순수빛조아","5",""
"7250","마초","10","뭘 따져 이런영화는 그냥 즐기면 되는 것수퍼히어로 마요미 사람해요~~"
"7251","언제나","8","좀비들의 연기가 돋보이는 영화여름영화로 제격"
"7252","민곤","9","호평과 혹평이 엇갈린 작품이라~ 아무런 기대없이 스포도 보지않고 극장으로 ㄱㄱ우선 한국형 좀비영화로 CG나 영상이 어설프다는 평가들이 있었지만 전혀 그렇지 않았고요한국인들이 나오는 좀비영화라 체감상 더 실감나더군요! 끝날때까지 지루하지 않고 몰입해서 봤습니다. 추천합니다."
"7253","다하이","6",""
"7254","우영","10","천만갈듯!!!! 재밌어여 ㅋㅋ 흥미진진!!"
"7255","now-regret","0","연상호 감독은 그냥 애니메이션이 나은듯. 공유의 어설픈 부성애와 오글거림. 생사의 일촉즉발 상황에서 상황파악 못하고 감성팔이하는 꼴이 참... 많이 발전한 한국영화의 역사를 뒤로 돌리는 최악의 영화중 하나. 흥행?  그냥 내가 본 사람으로 나혼자 당했다고 생각하고 싶음"
"7256","마블링","10","좀비들의 연기 압권!! 몸에 힘주고 봤어요."
"7257","ihy77","0","ㅠㅠ 돈 돌리도"
"7258","운디네","1","스크린수 1607개? 흠 부조리의 끝판왕. 이러고 천만 못넘으면 븅..아닙니까? 참 대단하십니다. 당신들이 관객을 좀비로 만드시네요."
"7259","unknown people","10","두시간 남짓이라는 시간동안 많은 생각을 하게 해준 영화"
"7260","온청청","9","시간 가는지 모르고 봤음"
"7261","호수의 빛","7","긴장감은 계속 된다하지만 답답하고 어이없는 일들속에좀비세상이 오는데  어디서 봤던 느낌이~~"
"7262","nice1255","3","전체적으로 엉성하지않나요 실망스럽네요B급 호러물"
"7263","김준석","10","보고파~~~~"
"7264","bubble","9","기대안하고가서 그런가..재밋게봣습니다 스릴 호러 감동 중간중간 웃음까지..공유보다 마동석이 멋잇게나와요~ㅋ"
"7265","비지스","3","정말로 기대하면서 새벽 1시 20분 영화를 봤습니다. 기대한 만큼 너무 실망이 큽니다. 시나리오적으로 이 정도로 헛점이 많기가 쉽지 않은데. 떼거지로 몰리는 좀비 장면만큼이나 스토리에 좀 더 신경을 썼어야지요. 게다가 캐릭터도 정말 이해 안갑니다. 공감이 안가요. 여자 주인공 애는 뭐 법륜스님이 애가 되었나요?"
"7266","재즈","4","좀비보다 끔찍한 두 가지가 있다. 이게 재밌다는 입소문과 한심한 수준의 신파"
"7267","True","8","대한민국 아빠들을 위한 영화... 우리 딸 생각나서 눈물남. 오락성도 뛰어나고 볼 만함"
"7268","무지개빛사랑","9","새벽의저주나 월드워z 28일후 급보다 살짝 떨어지지만.. 시간가는줄 모르고 볼 정도로 잘봤네요.. 좀비물 호러 좋라하면 딱입니다.. 재밌어요.."
"7269","비비체","9","스릴 휴먼"
"7270","하늘보리","10","하하하 나만 죽을순 없지"
"7271","66지민","9","스토리도 좋고 연기도 좋았는데..아쉬;움이 남는 영화"
"7272","speed","10","웬만한 미국 좀비물 보다 더 낫다"
"7273","ComeToMe","5","극단적인 캐릭터들의 이해되지 않는 행동, 그보다 더 이해 안되는 몇몇 인물들의 오글거리는 대사. 드라마라 하기엔 이야기가 부실하고 액션물이라 하기엔 너무 심심하다. 여러모로 참 이해가 안 되는 영화이나 별 기대 없이 보면 시간 때우기엔 꽤 적절. 그래도 안소희는 예뻤다 다만 인중만 보여서 문제였을뿐"
"7274","반니","8","우리나라 현실에서의 좀비는 아주 신선하고 대담했다고 생각한다. 그럴법한 연출에 대담한 풍자도 박수칠만하다."
"7275","공동체주의자","6","글쎄... 한국에서 이정도 규모의 좀비물을 만들었다는 것이 좀 특별 하달까. 인간 대 좀비의 갈등 보다는 인간 과 인간 사이의 갈등이 영화의 포인트인데... 그 갈등 과정을... 하도 많이 봐왔단 말이지. 워킹데드를 본 사람이라면 이 정도의 내적갈등 보다 더하면 더했지 덜 한 시즌을 본적이 없어... 아무튼 난 별롤세"
"7276","xhthdnd","10","정말 수작인데 평점이 너무 낮다.강추합니다.."
"7277","KIM_YH","7",""
"7278","dpmgirl","8","뭐 사람마다 취향은 제각각이니까!! 욕할사람은 욕하시고~난 잼있었음!! 평소 영화는 나에게 지친 삶의 스트레스 해소용 그이상도 그이하도 아니기때문에충분히 즐길만했고,,배우들/스토리/좀비 맘에 들었고,,감동도 있었음!!"
"7279","날믿어","10","좀비 영화! 국내작이라 그런가! 경쟁작 줄줄이 개봉 대기중인데 왠지 천만 관객 동원 가능할것 같은 이 느낌은 뭘까"
"7280","서용준","10","완전 끌잼 영화!!!!"
"7281","미래파","5","공유에게 다짜고짜 반말지껄이는 마동석어설픈 분장으로 나온 젊은 할머니의 돌출행동말더럽게 안듣는 공유딸 위 세 인물 캐릭터가 영화 망쳐놓음.영화를 짜증나게 만듬제이슨본 개봉 기다리면서 보는 킬링타임용 제이슨 본 개봉과동시에 사라질 영화"
"7282","임여름","10","기대안했는데 여름밤 무더위를 날려줄 최고의 영화두시간이  금방갔다  교훈적인 메세지전달도적극추천 합니다"
"7283","starwoods","4","좀비물에 대한 특심한 애정이 있지 않다면 이번 여름 첫번째 천만행 열차에 서둘러 올라탈 필요는 없다. 장면 대부분이 객실 내부에 머물러 홍보와 달리 KTX의 속도감은 느껴지지 않는다. 대사가 근자에 보기 드물 정도로 상투적이라 듣는 내내 괴롭다. 이 영화의 경우 촬영이 빨리 끝난 것은 결코 자랑이 될 수 없다."
"7284","jays","0","오타쿠가 만든 애니인줄 알았다대사들이 다 그모양이냐cg랑 di에 돈 좀 쓰지"
"7285","유민","10","굳"
"7286","정원그네","8","두근두근 거려서 시간 가는 줄은 몰랐어요 좀비들 고생 많이 한 것 같고마지막 여자 아이 노래에 눈물이 흐르더군요 나가면서 딸 아아랑 코 풀면서나갔어요"
"7287","nam001","0","이런 영화는 안보는게 좋을 듯 ~ !!!가득이나 어렵고 힘든 살림에 생활에 활력은 주지못할망정 삶을 더욱 실음에 빠지게 하는 영화...조기에 내렸으면 합니다 ~    "" 한 마디로 이 영화보면 재수없다 !! """
"7288","꼬까콜라","6","엄청기대하고봐서 그런지 생각보다는 별로였네요전하려는 메세지가 결국은 한국인의 이기심이였나요?가족애 운운한것빼고는 딱히 감동이없었어요그래도 흥행 잭팟은 이미 터진거같네요한국 좀비영화 첫 시도치고는 괜찮았던거같아요"
"7289","지유대디","10","올만에 잼있는 영화봤네 ㅎㅎㅎ"
"7290","이현애","10","재밌게 봤습니당ㅋㅋ"
"7291","Israel태성","7","메세지를 전달하고자 하는 것이 잘못 된 것은 아니지만 개인적으로는 좀비 영화로서 아쉬움은 남네요. 배우들의 연기나 재미는 적당합니다. 다만 아무래도 해외 좀비 영화를 본 기준이 생기다보니 부족함이 느껴지는 듯 합니다."
"7292","이소희","9","보는 내내 긴장하면서 봤네요.ㅋㅋ더위도 잊고 봤어요.몰입감 짱!!다만..우리 안소희...안쓰러움..."
"7293","DynamicDream","10","한국에서 좀비영화라니 웃기고있네 하는 사람들 전부 기립박수칠듯 또 보고싶다 후속편이 꼭 나오길 기대한다 대박영화될거같다 난 영화 지겨우면 잔다 근데 두시간이 금방 지나갔다 ㅋㅋ"
"7294","닉네임","10","너무재밌었네요. 좀 신파적인면도 있긴했지만. 평점보고 별기대안하고갔는데, 만족스러웠습니다"
"7295","sh02hmh","3","무언가 전달하려는 메시지는 있지만그닥 스토리가별로이다좀비랑 싸우는것도 어설프고알바동원 대단하다"
"7296","neu-park","10","한국의 현실을 반영하는 영화! 인간과 좀비의 경계가 뭔지... 감상 후 영화관을 나오는 순간 더 느껴지는 오싹함이란..."
"7297","행복통","0",""
"7298","pearls","9","스토리보단 전달하려는 매세지가 있는 영화초반에 정부측 발표씬에서 세월호 사건이 연상되어 끔찍함"
"7299","2000birds","9",""
"7300","Jay-Janie","7","한국영화인데 좀비 나옴...심지어 뛰어다니며...끝..."
"7301","ty45sangsun","9","부산행은 메세지를 주는 영화이며, 2시간이 지루하지 않았다~~"
"7302","어제","8","영화 미스트에서 봤던 예상하지못한 상황에서 보이는 인간군상에 대한 모습을 잘 그려낸것같다. 적어도 지루하진않았다는 점에서 8점"
"7303","프로-엔지니어","8","내정하게 평가해서 유치하지도 않고 지루하지도 않음...한국영화를 싫어하는 나도 나름 보기는 좋았음..."
"7304","검은튤립","1","억지스럽고 뻔하고 유치하고.."
"7305","정현석","10","오늘 이영화를 봤는데  완전 무서웠다 특히 좀비를 연기한   배우분들ㄷㄷㄷㄷ공유 마동석 완전 멋지게 나왔더라"
"7306","김앤디","0","유치하고 지저분 함"
"7307","THE ROCK","8","좀비보다 무서운 인간의 이기심을 적나라하게 보여준다.삶에 대한 본능과 인간으로서의 이성 사이에서 갈등하는평범한 사람들의 고뇌를 보며 짐승으로 살 것인가 아니면인간으로 죽을 것인가에 대한 고민에 빠지게 만든다.꽤 무서운 좀비와 그보다 더 소름끼치는 인간본성을폭로하는 영화. 마동석은 끝까지 멋지다."
"7308","물병자리","9",""
"7309","포비","8","난 재미있었어."
"7310","enoch","5",""
"7311","산이좋다","3","개연성 없고 스토리 최악.엄청 지루하고 불쾌하다.중간에 나와버렸다.에고 돈이 아깝네!!"
"7312","제오","7","한국형 좀비?노력이 가상하다"
"7313","정은임","9",""
"7314","Garcia","7","모든 재난의 시작은 인간이구나~ 이기적인 인간모습이야말로 현재살고있는 우리가 아닐까한다."
"7315","파초우","10","재미있어요  여러 분들의 평 처럼좀비보다는 위급할 때 드러나는여러 인간의 본 모습들 끔찍합니다"
"7316","프리지아","10","이게 왜 평점이 저거밖에 안되지?  좀비물을 좋아하는 나로써는 우리나라 좀비물이 나온게 무지 반갑고(그것도 영국 스타일의 초스피드 좀비) 내용,  스릴, 재미  모든면에서 최고 점수를 주고 싶다. 정말 재밌게 봤다."
"7317","럭키맘","10",""
"7318","anhr7","10","재밌고만~ 감독이 말하고싶은 의미도 알겠고~!!마지막에 주책맞게 눈물이.."
"7319","자몽","10","."
"7320","훈","8","영화에 완전몰입해 팔다리가 아프지만한여름에 꼭 뵈야하는 필수"
"7321","이득만","10","짱재미 & 감동도... 회상씬만 빼면.."
"7322","02","9","진짜 잘 만들었다. 사실 빤한게 좀비영화고 끝도 대충 비슷한데...희한하게 다르다. 우리나라사람이 영화에 거는 감성적 부분을 놓치지않고있다. 완전 흡족!"
"7323","kellic_chuckes","4","애절한 부성애를 아이로 하여금 쥐어짜게하고, 여성,아이,노인 노숙자와과 같은 사회적약자는 그에 맞는 역할 수행을, 이기적인 인간본성을 지닌 또 다른 우리에겐 당연한 비난을 위한 창구를 만들어 비꼬는 듯한 정부의 기자회견 마냥 영화도 부질없었다."
"7324","환자","9","웰메이드 영화 좀비 역하신 모든 분들에게 박수 긴장감 몰입도 짱 마동석님 연기 액션 모두 짱입니다"
"7325","hoon_2","8","안본사람이나 알바들이 평점 가지고 장난치다니..재밌게 잘 봤수다~~"
"7326","Joan","10","18개월 아가 친정엄마에게 맡기고 남편이랑 보러갔는데 저는 눈가리고봤어요 ㅋㅋㅋ 남편이랑 아가의소중함을 다시느꼈다는 ㅜㅠ  ㅜㅠ 배우들이 매력적이네요 ^^"
"7327","지수빈","9","보는 내내 세월호 생각이 나서ㅠ 특히 문열려고 방망이로 미친듯이 때리는 장면은 ㅠ  킬링타임 영화는 아닙니다"
"7328","바위솔","10","방금 보고왔습니다아주 잼있게~오랜만에 스릴 공포 의리~그리고 사랑이 적절히 믹스된영화 잘봤습니다"
"7329","산야","5",""
"7330","땅땅땅","1","구역질 나오는 줄 알았음. 너무 지겨웠음"
"7331","when","5","그냥 더운 여름에 에어컨 쐬면서 킬링타임한다 정도 생각하고 보면됨"
"7332","빨간사과","9","오늘 봤는데 완전 흥행스멜~~~좀비나온대서 서양의 전유물이라 생각했기에  '잉?!?' 스럽고 우리나라영화에 어울릴까 의문이었는데 좀비가 진짜 리얼했음.. 좀비가 다한것 같아요~~ 암튼 간만에 재미있게 봤어요~~"
"7333","☆쿄★","10","좀비도 무섭지만 때론 사람이 더 무서운거죠.. 잘만들었습니다~1000만 넘길듯!"
"7334","아나킨스카이워커","0","스토리가 없다 스토리가... 하... 쓰레기다 진짜... 보지마셈 짱남 내용 한참 남았는줄 알았는데 갑자기 끝남. 뭥미"
"7335","눈설탕맛쿠키","10","좀비물 안좋아하는데 너무 몰입해서 잘봤다. 심지어 울었다ㅠㅠ 마요미 좋아~"
"7336","pianist","0","영화감상평 처음올려봅니다. 진짜 욕이 보는동안 10번은 나오네요. 내생애 최악의 영화로 될듯하네요. 도대체 무슨생각으로 만든겁니까..!!! 돈낭비 시간낭비. 이건 관객에 대한 모독이고 기만입니다."
"7337","dhtjswn123","10","정유미 너무 이쁨 ㅠㅠㅠㅠㅠㅠㅠ 영화 보는 내내 다리 후들후들 ..."
"7338","러브레터","10","공포영화인줄 알았는데   너무 울었어요ㅠㅠ 스릴있고 가족애도 느끼고영화대박!!!!"
"7339","lockheart","6","괴물들이 사는 나라"
"7340","naru","9","좀비물이라 기대 확 낮추고 들어갔는데 완전 재미납디다!!     김의성씨 이렇게 얄미운 악역은 첨인데 너무 현실악역이라 무서웠네요"
"7341","주혜주","10",""
"7342","카루소","1","참 한심스러운 영화....스토리가 없네...."
"7343","이수현","9","지루할틈 없이 잘 봤어요~ 재밌음!!"
"7344","최지우","10","보는내내 긴장하면서 봤음!!!! 감동적이기도 하고ㅠㅠㅠ왕꿀잼인데"
"7345","재현","8",""
"7346","하심","10","재미있게 잘 보얐습니다."
"7347","나비","9","재밋다. 올해 한국영화중 최고!"
"7348","DarK_zoro","2","다른 볼만한 영화가 없어서 ㅋㅋ 개봉타이밍 굿!!!!! 흥행의 이유 ㅋ"
"7349","Terminator","9","재밌고 볼만 하구만!!!좀비 역활하는 사람들....촬영 하면서 저거끼리 졸라 우꼈겠다ㅋㅋ"
"7350","HANA INVESTMENT RESEARCH","7","한국 좀비 영화치고는 기대이상.시나리오가 괜찮음.인간의 최대적은 좀비가 아니라 인간이고자신을 던져야 가장.소중한걸 지킬수있다는메세지도 좋음.영화 최고의 배우는 몸을 아끼지않는 좀비들~"
"7351","아수라장","5","재미는있어요 근데 보면 월드z같음 그이상은없음"
"7352","괴물딱가리","8","흔한 소재와 래퍼토리를 한국적 정서로 재밌게 만들어냈네요."
"7353","야무지게살자","10","재미지다"
"7354","주앤지","9",""
"7355","Dong-hae","9","참잘만들었습니다. 좀비와 싸우면서 도망가는 내용이지만 스릴있고 감동도 있어요..속았다는 후기가 많아서 걱정했는데,넘 잼있게 봤어요~!!"
"7356","봄맞이 꽃--","8",""
"7357","빨간눈","1","아...씨 또 낚였어..다신 알바들하고 영화 선전 프로그램에 속지 말아야지..이것도 영화라구..그리 선전했냐?상영내내 물어죽이는 거만 나오더만..  애하고 여자 빼고 다 죽이고억지로 감동같은것도 좀 섞고..ㅉㅉ마동석 애드립은 좋았고..소희 는 연기 하는거니 책읽는거니?정말 몰입하는데 장애됨.."
"7358","개츠비","8","신파-3, 공유연기 -1, 마동석 +1, 서스펜스 +1,"
"7359","가치","10","얼마전에 자녀가 생긴 아버지입니다. 많은걸 깨닫게 하는 영화네요. 너무 잘 봤습니다. 소중한 시간이였습니다."
"7360","거침없는서산인","9","올해 곡성과 더불어 한국영화의 새로운 시작점이 영화 여타 외국 좀비물 처럼 시원 한 장면은 없었지만 대한민국의 사회에 대한 비판 과 한국 영화의 가족애를 느낄수 있는 아시아 최고의 좀비물"
"7361","가시고기","10","더운여름에 딱맞는 좀비영화 ~너무 잼나게봤어요 ~내가 좀비를 좋아하는지 이번에 알았네요ㅋㅋ 정말 작가들상상력에 박수를 보냅니다 ~ㅋ"
"7362","lillujllil","9","재밌네요.  최근본 한국영화중 수작인듯"
"7363","뻥카아냐","10","재미도 있고,가슴 아픈 장면도 있고,정말 좋았습니다."
"7364","평안","10",""
"7365","규니~~™","0",""
"7366","이원화","9","여름맞이 빅이벤트중 > ♥♥ＭＩＴ９０００.ＣＯＭ♥♥"
"7367","로또1등","5","좀비와 신파를 먹으면 일주일동안 폭풍설사"
"7368","duathfk","10","여름휴가비 벌어야죠 >♥♥ ＭＩＴ９０００.ＣＯＭ♥♥"
"7369","박지연","7","업계1위 기업,. --★ＴＶ９０００.ＣＯＭ★"
"7370","다시일어서는그날","8","외국 좀비 영화와 비교하려면 월드워Z, 새벽의 저주 등을 보고 평가했으면 한다. 막무가내로 비하하지는 말자. 퀄리티 나름 괜찮다. 신파, 억지감동 모드라고 하는데... 월드워Z도 감동모드 있다. 도대체 영화를 어떻게 마무리 지어야 모두를 만족시킬 수 있는거냐? 스토리,개연성,연기력,그래픽,메타포 모두 훌륭~"
"7371","윤세진","9","시간가는 줄 모르고 정말 재밌게 봤어요 ㅋㅋㅋ 다만 예고편에서도나오는 기차안에서 싸우는 장면은  조금은 말이안된거같았지만... ㅋㅋ 그래두 주요 배우들 연기도 좋았구 무엇보다도 완전 스릴만점ㅜㅠㅜㅜㅋㅋㅋ 덕분에 영화관에서 시~~원하게 무더위 날릴수 있었네요ㅋㅋ엄청 덥고 지치는 요즘, 꼭 보세요 강추!!!><"
"7372","태생적견우","6","개연셩, 스토리 애가 우는게 짜증 난다면 비추. 사이비와 돼지의 왕 감독이라 기대하고 봤건만..."
"7373","로즈","10","돈이 아깝지 않은 영화였어요^^한국영화 화이팅~~보는 내내 스릴있고 감동과 눈물이...마지막에 딸래미 노래는 정말 슬펐어요."
"7374","kudakoma","10","좀비영화를 만들줄이야 ㅎㅎ 암튼 좀비생각 좀 나겠는걸 ㅎㅎ"
"7375","이성결","10","간만에 대작발견 보라!!!"
"7376","윤지수","10","생각보다 좀비들이 생생하고 무서워서 놀랐음....열차라는 제한된 공간에서 좀비로부터의 생존을 담음으로써 다른 좀비영화들과 차별화된 영화가 아닐까 싶다 주인공이 너무 비현실적이기 보가 현실적인 모습을 보여줘서 더 좋았음."
"7377","별빛속으로","9","시간 가는줄 모르고 봄스릴 작렬 시원하게 봤네요 나와서 사람들이 좀비로 보였바는 ㅎ"
"7378","와니","9","한국형 좀비물에 나름 사회성도 있고  생각나는 사람들도 있고 그랬음. 청소년 자녀랑 보면 할 이야기 거리가 있는 영화라고 봄."
"7379","세일당근","10","넘재밌을거같네요^^ 평택 cgv에서 일하시는 블랙넛닮은 직원님.. 저희가 16살인데 16살인증하려고ㅠ성적표도 보여드렀는데 학생증없다고 콜라두개 팝콘하나들고있늠 저희를보낼수있ㅇㅎ요?!!! 저희 그대로 팝콘 들고 버스타고 안성가서 집갔습니다.. 16살인데"
"7380","마산 중리 갈매기","7","스포 좀 하지마라 누가 죽는지 결말 공유 좀 하지 마라"
"7381","마네끼네꼬","9","영화가 두시간 내내  재미있습니다. 정유미씨는 연기를 잘하는 여배우입니다."
"7382","물리","8",""
"7383","Grace","9","좀비가 나오는한국영화!중딩아이와 함께봤는데 아주재미있어했습니다. 단순하면서 필요한부분만 가족애를 보여준것같아 좋았어요. 끝부분도 감동!"
"7384","sk","8",""
"7385","s      r","9","한국에서 이런 좀비영화를 만들다니....칸느에서 극찬한 이유 를 알겠네요"
"7386","카르페디엠","10","한국영화에서 볼수 없었던 새로움"
"7387","오후그늘","9","외국 영화의 보편적 좀비영화가 아닌한국 특유의 좀비영화.보편적인 좀비영화를 기해서 실망했지만 그실망을 스토리로 잘마무리한 영화. 그리고 꿀잼"
"7388","플란다스의 꿈","9","평점 낮게 주는 사람들, 영화는 보고 그러는건지... 가족이 함께 봤었는데 스릴있고 몰입감 제대로 입니다. 좀비라는 소재가 갖는 거부감 (?)을 빼면 개인적으로 역대 한국영화 스릴러&액션 영화중 top3 안에 든다고 생각합니다."
"7389","성실","5","그저 그랬어요 대낮에 활보하는 좀비라 뭔가 어색 스토리 개연성과 긴장감이 많이 약해서 무섭지 않은 좀비영화"
"7390","다다","8","뻔한 내용이지만 한국도 좀비영화를 제대로 만들수 있다는걸 증명한것에 후한 점수를 준다...."
