"","user","grade","review"
"362","겨울잔디","10","공유좀 살려 주지 ㅠㅠ 평점이 왜이렇게 낮은거야"
"363","바다향기","7",""
"364","행복이","9","김의성 레알 짜증짜증ㅡ악ㅡㅡㅡ넘 마니움ㅠ"
"365","ttattang","8","몰입도 최고~"
"366","칠전팔기","10","상황은 뜬금 없지만, 만들긴 잘 만들었네."
"367","그섬에사는사람","10","재미있음"
"368","닉네임","10","진심 2시간동안 3번쯤 울었음 완전 잘만든듯☆"
"369","인생","8","재밌네요"
"370","꼬마사랑","10","부산행을 이제야 봤네요진짜 재미있네요감동"
"371","유한회사진웅기업","8","진부하지만 뚝심있게 주제에 접근한다"
"372","하늘범","1","수준이하의 영화군요"
"373","bmbm84","7","넘 무서워요 ㅠ 그래도 자꾸 보게되네요 ㅜ"
"374","쿵쿵야","9",""
"375","진실속의 진정한 용기","7","소문에 엄청 재밌다길래 시청했는데 완전실망....ㅠㅠ1000만관객은 과하다는 생각이 드는영화...오히려 재미없다고 평점테러당한 인천상륙작전이 훨씬재밌음....."
"376","개벽","3","중궈 코메디  강시영화보다  못한 찌질이영화"
"377","ven","1",""
"378","kubeman","2","한국좀비 영화는 아직은 멀었다."
"379","뷔사랑","10","공포감을 잘표현한거 같아..재미있고..스릴있네요..배우들의 액션 연기도 띄어나고요..♡"
"380","흰운둥화","8","어색하지 않고 촌스럽지도 않은 깔끔한 연출에 박수!!"
"381","yuyugo","10","이 영화는 김의성배우가 끝판왕 같아요 연기를 너무 잘 해서 몰입하게 만들고 막판에 공유도"
"382","팝콘 TV","1","이 영화때문에 매번 좀비꿈 꾸잖아요!"
"383","sky","9","재밌어요~~"
"384","큐라","10","개잼있엉~"
"385","풋풋한토토로","1","겁ㄴㅏ 재미없음"
"386","Lisa","10","재밌음"
"387","닉네임을 등록해 주세요","10","...개초하"
"388","jasmine","6",""
"389","하얀목련","5",""
"390","조수연","8",""
"391","롱선생","7",""
"392","하늘바다","10","진짜 좀비같고 대낮인데도 좀비가 어색지않게 잘 연출되었어요"
"393","No1MTB","4","좀비는 거들뿐. 어이없게 팔만 좀비지. 다리는 전부 육상선수네. 레지던트 이블같은 좀비물이 아님."
"394","yuo","8",""
"395","겨울바다","7",""
"396","이 세상에 샬롬을","7","마동석에게 얻어맞은 좀비가 불쌍해... ㅋ....."
"397","수다장인","7",""
"398","pearl","9","좀비 영화 별로였는데, 참 재미있게 봤네요."
"399","곰","2",""
"400","김동건","8","그냥 볼만했다... 근데 여러모로 디테일이 약간 부족했어"
"401","드영역 평론가 준 민찬","8","주연들 죽이고 엔딩한 한심땜에 2점 부족"
"402","서민교","7",""
"403","신수아","9",""
"404","김나희","8",""
"405","chuminji","10",""
"406","최영철","9","김의성 형님 부산 오지 마세요!!!"
"407","수연","9",""
"408","어지러운세상","8",""
"409","구자민","8",""
"410","탁탁36","7",""
"411","송이송이송이","10",""
"412","산적","7",""
"413","겨울 남자","8","신파극은 재발 좀 더 스케일을 커게 해서 2편 부탁드립니다."
"414","huji","9",""
"415","서현","9",""
"416","김현석","8",""
"417","더벅머리","7",""
"418","우철희","5",""
"419","sk-kfi","10",""
"420","원스냅불쏴조황원균","10",""
"421","해바라기","9",""
"422","박순애","8",""
"423","수지","9","좀비물 나름한국에서 잘표현한듯ㅎㅎ"
"424","송희정","3",""
"425","조윤정","4",""
"426","아구","6",""
"427","시윤","8",""
"428","김영철","7",""
"429","임동훈","9",""
"430","오진원","5",""
"431","하얀2-","8",""
"432","갱미갱미","8",""
"433","HWANG","7",""
"434","소윤","10",""
"435","고맙습니다","9",""
"436","WB","6","이런 저급한 인간성은 한국인 종특인가 전인류적 특징인가..  헬조선은 꼰대들 작품이다"
"437","고려선","8","한국형 좀비물의 기념비작! 좀비물 장르의 클리셰들로 가득찬 점은 실망이지만, 다른 장점들이 즐비! 첨단 아파트와 전통문화가 공존하고 갈등하며, 갑질과 부조리와 이기심이 가득한 한국사회가 통제력을 잃으면 어떤 지옥도로 변하는지 보여준다. 좀비낙인을 '빨갱이 몰기'로 은유한 점, 마동석으로 총을 대신한 점이 쿨!"
"438","한나라프리티즘","10",""
"439","dw호빵맨","8",""
"440","고구마","7","저는 평점을 잘주는 편입니다.좀비영화인줄 모르고 그냥 공포영화(재난영화)인 줄 알고 봤는데, 그럭저럭 재밌게 봤습니다.그 악역으로 나온 아저씨의 연기가 아주 주효했습니다. 꼴보기 싫게끔 연기를 잘했음.."
"441","hj0218","6",""
"442","queen","5",""
"443","유쾌한하루","7","킬링타임으로 괜찮았슴.."
"444","ggREgogo","6",""
"445","정혁아리무라카스미","10","말이필요없다"
"446","돌돌돌","9",""
"447","무등산","9",""
"448","friday","9",""
"449","맥스폐인","7",""
"450","박선애","9",""
"451","니나노","10","스릴 이넘친다"
"452","신보배","10",""
"453","해승기업","10",""
"454","제테크","8","서울행"
"455","soulmate","8","허술한 느낌을 지울수는 없지만 그래도 박진감이나 몰입도는 좋다."
"456","마로","8","한국형 좀비영화. 나름 몰입감이 있어 재미있게 관람했다. 하지만 약간 허술한 면도 보이는 것은 아쉬움..."
"457","강헤니","9","내가 무서운 걸 잘 못봐서 그런건진 모르겠지만 일단 무섭고, 잔인함. 하지만 스토리가 마음에 듬."
"458","무비광","10","단순한 오락영화일줄 알았는데 마지막  절정부분에서 미친듯이 오열하게 만들었다....부성애에  대해 깊이 생각하게 해준 영화"
"459","앤띠끄","10","대단한 영화..한국 좀비물의 신기원"
"460","별똥별","7",""
"461","우클렐레야","7","신파적이긴 해도 한국영화로는 보기 드물게 잘만들었다."
"462","나도 좀 행복해지자","6","좋은 시도"
"463","노란청록화","7",""
"464","사람과사람들","8",""
"465","현실","8",""
"466","귤탱이","8",""
"467","임지욱","7","."
"468","치킨무","8",""
"469","Frisco","9",""
"470","legendjsj83","10","최고의 발상으로 한국에도 이런 영화가 나올줄 몰랐다!! 최고!!!"
"471","horizon","7",""
"472","레인우드","5",""
"473","루티","10","너무 재미있게 봤는데 공유씨 연기가 많이 좀 어색했어요. 제일 아쉬운 부분입니다. 아역배우 김수안양 연기 장난아니네요. 아빠 가지마 장면에서 너무 슬펐습니다."
"474","박정원","9",""
"475","희똥이","10",""
"476","시아쵸","9","생각보다 좀비퀄리티가 좋아서 처음보고 놀램  타 배우들 연기보다는 수안이로 나온 딸 연기 잘하네요마동석 멋있었고 좀비를 때려눕히는..ㅋㅋ 헐리웃에서 느낄수없었던 통쾌함을 느꼈습니다ㅋㅋ 끝까지 긴장하고 봤고 괜찮은듯 +김의성 아저씨 욕나오게 짜증나는 악역이였음다.."
"477","지민","10",""
"478","치천","8","오락 영화로 괜찮다. 신파라 별로란 얘기가 있어 걱정했는데 막상 보니 그냥 저냥 있는 한국영화 수준이었다. 이 정도면 좀비란 소재를 잘살렸다고 생각한다."
"479","멧돼지92","0","왠지  이  영화는 월드워z를  따라  한거  같다."
"480","Angelicdiablo","10","우리도 좀비영화 만들 수 있다 이기야.."
"481","chu","8",""
"482","지수","6",""
"483","뇽","7",""
"484","사랑초","9",""
"485","가브리엘","8",""
"486","장미미","8",""
"487","김시창닷컴","10",""
"488","lee goo gi","10",""
"489","거북이","10",""
"490","정슬기","8",""
"491","이경남","10",""
"492","코리","8",""
"493","하시나","0","개. 정말 수준. 낮은 영화. 연기를 너무 못해"
"494","장지연","10",""
"495","꿈꾸는소녀","10",""
"496","후니짱","9","긴장감 있게 잼있게 봤습니다."
"497","악마가된천사","9",""
"498","SooYeon  Lee","8",""
"499","박유은","8",""
"500","행복가득","9",""
"501","Sukhoon Choo","9",""
"502","하준영","8",""
"503","해바라기(에비앙)","9",""
"504","전창민","8",""
"505","LHE","9",""
"506","가영","9","난 이영화를 아빠와 보았는데 아빠도 몰입감이 좋다고 한다그리고 좀비가 정말 리얼하고 배우의 감정과 그리고 영화에서 많은 감정을 느낄수있다고 생각하였다 그리고 정말 언젠가 일어난다면 정말이런 상황일까라는 의문도 든다 많은걸 느낄수있는 영화였다"
"507","부호","10",""
"508","혜빈","5",""
"509","백은지","10",""
"510","sj짱","10",""
"511","최설렘","0",""
"512","강민서","7",""
"513","창환","8",""
"514","Let me tell ya","6",""
"515","쑤혀니","10",""
"516","효오","6",""
"517","김종현","9",""
"518","은지","9",""
"519","서영","6","."
"520","강동완","7",""
"521","마쒜","8",""
"522","별사탕조아","7",""
"523","김혜정","6",""
"524","김소현","6",""
"525","녹색책상","6",""
"526","헤라의 남자","8",""
"527","휘리리릭","7",""
"528","강미숙","8",""
"529","ch후니","9","잼있게 잘 보았습니다."
"530","hwang jinkyu","9",""
"531","곰이네","6","CG처리 등이 좀 아쉬웠고, 뻔한 결말도 좀 그랬지만 독특한 시도는 좋았습니다."
"532","김지현","9",""
"533","우봉건설","5","아직 우리나라 기술과 연기자들의 미완성...;작품"
"534","마식이","9",""
"535","dream","8",""
"536","오늘할일은오늘","8",""
"537","김정혜","6",""
"538","여니랑","10",""
"539","스마일","10",""
"540","바람","8","장르가 내 취향은 아니지만, 재미있었다."
"541","참을인셋","10","재밌음,,,"
"542","너는물처럼내게밀려오라","3",""
"543","혀누","6",""
"544","더잘인","6","참.... cg랑 좀비들의 연기는 좋았는데.... 왜케 연기들이 어색한 사람이 많지 ? ㅠㅠ 그래도 한국영화에서 이정도면 잘만든거 같다"
"545","아드","4",""
"546","톰소여의보험","8",""
"547","따뜻한사람","10",""
"548","지원","8",""
"549","사나","8","아쉬운 대사  놀고 있네x 놀고들 있네o마이 무따x  마이 미깄다o"
"550","in to","10",""
"551","aaaa","8",""
"552","soju","7",""
"553","빅스타","7","월드워Z 를 따라간맛은 있으나 좀 많이 부족한듯‥긴장감은  있음"
"554","이지연","9",""
"555","슈슈","7",""
"556","진화영","8",""
"557","최준혁","10",""
"558","K-게이머","10","재미는 있으나 아이 선물 주는 장면 보다는 전화 통화로 생일 선물을 챙겨주지 못하는 장면 형식으로 나왔다면 더 의미 있을 거 같네요"
"559","-CㅜOㅜJL-","9",""
"560","쩡주","4",""
"561","활공파리","7",""
"562","황군","8",""
"563","남현승","8",""
"564","응아공주","8",""
"565","상상 그 이상","7",""
"566","엄지원","5",""
"567","강민우","6","좀비와 부성애!"
"568","강민","5",""
"569","jn0987","10",""
"570","kill7086","7",""
"571","분홍돼지","8",""
"572","밍경","7",""
"573","노효영","7",""
"574","PHILLY","5",""
"575","레메","9",""
"576","조은정","6",""
"577","이정효","9",""
"578","심지은","7",""
"579","정재우","6",""
"580","coral","8",""
"581","다음 사장","7",""
"582","김은서","8",""
"583","대고수","7",""
"584","애국자","7",""
"585","해롱이","8",""
"586","김광일","8",""
"587","권혁진","8",""
"588","달빛미소a","8",""
"589","광주한강광고","9",""
"590","봄","7",""
"591","pine","5",""
"592","김진영","6",""
"593","황윤식","5",""
"594","April","8",""
"595","박상기","10",""
"596","이재호","9",""
"597","감자칩","2",""
"598","김다미","9",""
"599","이경수","8",""
"600","딴따라~","9",""
"601","곰쥐","9",""
"602","아메리카노","10",""
"603","랑이","7",""
"604","oneway","6",""
"605","이종탁씨","8",""
"606","김남영","10","재미있다 현실감있는 좀비님들"
"607","정지나","6",""
"608","김정호","8",""
"609","RiJoo","7",""
"610","송해원","10",""
"611","ydy","7",""
"612","예슬","10","슬펐어요...정말 계속생각나는 영화에요"
"613","에후후후","7",""
"614","여선영","10",""
"615","그러쿤그래","7",""
"616","무파","7",""
"617","이혜민","8",""
"618","두기떡","6",""
"619","정현지","10",""
"620","kimsine5","7",""
"621","우청범","7",""
"622","상냥한 시수","9",""
"623","고라고라내고라","6",""
"624","김초희","10",""
"625","니아바크","9",""
"626","김유리","8",""
"627","유인지","9",""
"628","Joy","8",""
"629","완소지니","7",""
"630","허주희","10",""
"631","이지은","9",""
"632","쩝쩝","8",""
"633","김용진","8",""
"634","정상사","8","공유딸은 잘컸을까?"
"635","comunia","8","감독의 첫 실사영화란게 믿기지 않을 정도로 이전작 사이비보다 훨씬 완성도 뛰어나다. 좀비 액션신도 외국영화 못지 않을 정도로 스피디하고 스토리가 군더더기없이 깔끔하다. 다만 마지막 공유의 아기회상신은 없는게 차라리 나을뻔. 생존을 앞에 둔 인간의 무한 이기주의를 신랄하게 휘젓는다."
"636","재성맘","3","좀...노잼이었어요ㅠㅠ기대보다ㅠㅠ"
"637","rosebud","10",""
"638","윌슨","8",""
"639","광구","10",""
"640","woos","7",""
"641","핫핑크","10",""
"642","닉네임","9",""
"643","노슬람박멸","6","헬조선을 강타하는 심판의 날! 절정의 쾌감을 꼭 억지 감동과 해피엔딩으로 찌그러뜨려야 직성이 풀리는 헬조선 습성!"
"644","애엄마키키","8",""
"645","정나윤","9",""
"646","권영욱","8",""
"647","필하모니","8",""
"648","전하연","10",""
"649","이정희","8",""
"650","VV","10",""
"651","박경령","8",""
"652","오아름","9",""
"653","알로하","9","너무 잘 만든 좀비영화!멋있고 든든했던 마동석이 죽었을때 너무 암담했고나쁜 사람때문에 공유가 감염되었을때너무 슬펐다결국은 여성이 남성들에게 도움만 받다살아남는 스토리는 여자로서좀 씁쓸했지만 재미있는 영화였다"
"654","이나경","6",""
"655","탯줄코드김영균","3",""
"656","베베하우스","6",""
